File hash,Reported family,Source,First Submission date,Report date,Report URL,Category
dfdca848aecb3439b8c93fd83f1fd4036fc671e3a2dcae9875b4648fd26f1d63,Xamalicious,McAfee,2022/10/3,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
e7ffcf1db4fb13b5cb1e9939b3a966c4a5a894f7b1c1978ce6235886776c961e,Xamalicious,McAfee,2022/1/17,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
8927ff14529f03cbb2ebf617c298f291c2d69be44a8efa4e0406dea16e53e6f9,Xamalicious,McAfee,2023/5/6,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
117fded1dc51eff3788f1a3ec2b941058ce32760acf61a35152be6307f6e2052,Xamalicious,McAfee,2022/1/2,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
28a4ae5c699a7d96e963ca5ceec304aa9c4e55bc661e16c194bdba9a8ad847b7,Xamalicious,McAfee,2022/6/30,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
b0b9a8e9ec3d0857b70464617c09ffffce55671b227a9fdbb178be3dbfebe8ed,Xamalicious,McAfee,2021/5/3,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
899b0f186c20fdbfe445b4722f4741a5481cd3cbcb44e107b8e01367cccfdda3,Xamalicious,McAfee,2022/11/7,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
e52b65fdcb77ed4f5989a69d57f1f53ead58af43fa4623021a12bc11cebe29ce,Xamalicious,McAfee,2022/2/17,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
e694f9f7289677adaf2c2e93ba0ac24ae38ab9879a34b86c613dd3c60a56992d,Xamalicious,McAfee,2021/12/8,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
19ffe895b0d1be65847e01d0e3064805732c2867ce485dfccc604432faadc443,Xamalicious,McAfee,2022/11/30,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
6a3455ff881338e9337a75c9f2857c33814b7eb4060c06c72839b641b347ed36,Xamalicious,McAfee,2022/1/26,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
e6668c32b04d48209d5c71ea96cb45a9641e87fb075c8a7697a0ae28929913a6,Xamalicious,McAfee,2022/10/9,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
6953ba04233f5cf15ab538ae191a66cb36e9e0753fcaeeb388e3c03260a64483,Xamalicious,McAfee,2022/1/31,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
01c56911c7843098777ec375bb5b0029379b0457a9675f149f339b7db823e996,Xamalicious,McAfee,2022/1/22,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
3201785a7de8e37e5d12e8499377cfa3a5b0fead6667e6d9079d8e99304ce815,Xamalicious,McAfee,2021/7/24,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
acb5de2ed2c064e46f8d42ee82feabe380364a6ef0fbfeb73cf01ffc5e0ded6b,Xamalicious,McAfee,2023/5/28,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
9b4dc1e80a4f4c798d0d87a52f52e28700b5b38b38a532994f70830f24f867ba,Xamalicious,McAfee,2023/3/10,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
1bfc02c985478b21c6713311ca9108f6c432052ea568458c8bd7582f0a825a48,Xamalicious,McAfee,2022/12/9,2023/12/22,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/stealth-backdoor-android-xamalicious-actively-infecting-devices/,Backdoor;Information Stealer;Trojan Dropper
075909870a3d16a194e084fbe7a98d2da07c8317fcbfe1f25e5478e585be1954,Spynote,McAfee,2023/6/7,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
e2c7d2acb56be38c19980e6e2c91b00a958c93adb37cb19d65400d9912e6333f,Spynote,McAfee,2023/6/7,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
a532c43202c98f6b37489fb019ebe166ad5f32de5e9b395b3fc41404bf60d734,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
cb9e6522755fbf618c57ebb11d88160fb5aeb9ae96c846ed10d6213cdd8a4f5d,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
59cdbe8e4d265d7e3f4deec3cf69039143b27c1b594dbe3f0473a1b7f7ade9a6,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
8d6e1f448ae3e00c06983471ee26e16f6ab357ee6467b7dce2454fb0814a34d2,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
a6f9fa36701be31597ad10e1cec51ebf855644b090ed42ed57316c2f0b57ea3c,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
f6e2addd189bb534863afeb0d06bcda01d0174f5eac6ee4deeb3d85f35449422,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
755585571f47cd71df72af0fad880db5a4d443dacd5ace9cc6ed7a931cb9c21d,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
2352887e3fc1e9070850115243fad85c6f1b367d9e645ad8fc7ba28192d6fb85,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
90edb28b349db35d32c0190433d3b82949b45e0b1d7f7288c08e56ede81615ba,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
513dbe3ff2b4e8caf3a8040f3412620a3627c74a7a79cce7d9fab5e3d08b447b,Spynote,McAfee,2023/6/8,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
0fd87da37712e31d39781456c9c1fef48566eee3f616fbcb57a81deb5c66cbc1,Spynote,McAfee,2023/6/9,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
acd36f7e896e3e3806114d397240bd7431fcef9d7f0b268a4e889161e51d802b,Spynote,McAfee,2023/6/9,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
91e2f316871704ad7ef1ec74c84e3e4e41f557269453351771223496d5de594e,Spynote,McAfee,2023/6/11,2023/7/21,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/android-spynote-attacks-electric-and-water-public-utility-users-in-japan/,RAT;Spyware
9cb1d996643fbec26bb9878939735221dfbf639075ceea3abdb94e0982c494c1,Facestealer,McAfee,2022/10/13,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
3f45a38b103e1812146df8ce179182f54c4a0191e19560fcbd77240cbc39886b,Facestealer,McAfee,2024/3/4,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
2c7f4fc403d1449b70218624d8a409497bf4694493c7f4c06cd8ccecff21799a,Facestealer,McAfee,2022/7/6,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
5327f415d0e9b21523f64403ec231e1fd0279c48b41f023160cd1d70dd733dbf,Facestealer,McAfee,2022/11/30,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
18fef9f92639e31dd6566854feb30e1e4333b971b05ae9aba93ac0aa395c955b,Facestealer,McAfee,2022/2/6,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
489d4aaec3bc694ddd124ab8b4f0b7621a51aad13598fd39cd5c3d2067b950e5,Facestealer,McAfee,2022/6/30,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
980c090c01bef890ef74bd93e181d67a5c6cd1b091573eaaf2e1988756aacd50,Facestealer,McAfee,2022/4/3,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
55ffc2e392280e8967de0857b02946094268588209963c6146dad01ae537daca,Facestealer,McAfee,2022/5/16,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
e696d7304e5f56d7125dd54c853ff35a394a4175fcaf7785d332404e161d6deb,Facestealer,McAfee,2022/9/17,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
59f9630c2ebe4896f585ec7722c43bb54c926e3e915dcfa4ff807bea444dc07b,Facestealer,McAfee,2022/8/30,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
c29adfade300dde5e9c31b23d35a6792ed4a7ad8394d37b69b5cecc931a7ad9f,Facestealer,McAfee,2022/7/20,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
24cf7fcaefe98bc9db34f551d11906d3f1349a5b60adf5fa37f15a872b61ee95,Facestealer,McAfee,2022/3/25,2023/1/25,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/the-rise-and-risks-of-ai-art-apps/,Information Stealer
1e8fba3c530c3cd7d72e208e25fbf704ad7699c0a6728ab1b290c645995ddd56,Elibomi,McAfee,2021/7/7,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
7f7b0555563e08e0763fe52f1790c86033dab8004aa540903782957d0116b87f,Elibomi,McAfee,2021/7/7,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
120a51611a02d1d8bd404bb426e07959ef79e808f1a55ce5bff33f04de1784ac,Elibomi,McAfee,2021/5/31,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
326d81ba7a715a57ba7aa2398824b420fff84cda85c0dd143462300af4e0a37a,Elibomi,McAfee,2021/5/4,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
154cfd0dbb7eb2a4f4e5193849d314fa70dcc3caebfb9ab11b4ee26e98cb08f7,Elibomi,McAfee,2021/5/4,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
c59ecd344729dac99d9402609e248c80e10d39c4d4d712edef0df9ee460fbd7b,Elibomi,McAfee,2021/5/4,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
16284cad1b5a36e2d2ea9f67f5c772af01b64d785f181fd31d2e2bec2d98ce98,Elibomi,McAfee,2021/5/4,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
98fc0d5f914ae47b61bc7b54986295d86b502a9264d7f74739ca452fac65a179,Elibomi,McAfee,2021/5/4,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
32724a3d2a3543cc982c7632f40f9e831b16d3f88025348d9eda0d2dfbb75dfe,Elibomi,McAfee,2021/8/31,2021/9/3,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/phishing-android-malware-targets-taxpayers-in-india/,Information Stealer;Banking Trojan
ea30098ff2dd1d097093ce705d1e4324c8df385e7b227c1a771882cabee18362,Smsspy,McAfee,2021/3/11,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
29fcd54d592a67621c558a115705ad81dafbd7b022631f25c3baae954db4464b,Smsspy,McAfee,2021/3/11,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
9bead1455bfa9ac0e2f9ecd7edebfdc82a4004fced0d338e38f094c3ce39bcba,Smsspy,McAfee,2021/3/8,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
d33ab5ec095ed76ee984d065977893fdbcc12e9d9262fa0e5bc868bad73ed060,Smsspy,McAfee,2021/3/8,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
8f8c29cc4aed04ca6ab21c3c44cca190a6023ce3273edb566e915fe703f9e18e,Smsspy,McAfee,2021/3/4,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
21b958e800db511d2a0997c4c94e6f0113fc4a8c383c73617abcf1f76b81e2fd,Smsspy,McAfee,2021/3/4,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
7728ef0d45a337427578aab4c205386ce8ee5a604141669652169ba2fba23b30,Smsspy,McAfee,2021/2/7,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
056a2341c0051acbf4315ec5a6eedd1e4eab90039a6c336cc7e8646c9873b91a,Smsspy,McAfee,2021/2/7,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
054fa5f5ad43b6d6966cdbf4f2547edc364ddd3d062cd029242554240a139fdb,Smsspy,McAfee,2021/2/4,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
dd40bc920484a9ad1eebe52fb7cd09148aa6c1e7dbc3eb55f278763baf308b5c,Smsspy,McAfee,2021/2/4,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
fc0aae153726b7e0a401bd07c91b949e8480baa0e0cd607439ed01aba1f4ec1a,Smsspy,McAfee,2021/2/1,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
711d7fa96dffbaeecef12e75ce671c86103b536004997572ecc71c1aeb73def6,Smsspy,McAfee,2021/2/1,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
fe916d1b94f89ec308a2d58b50c304f7e242d3a3bcd2d7ccc704f300f218295f,Smsspy,McAfee,2021/1/29,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
3aa764651236dfbbadb28516e1dcb5011b1d51992cb248a9bf9487b72b920d4c,Smsspy,McAfee,2021/1/29,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
f1456b50a236e8e42ca99a41c1c87c8ed4cc27eb79374ff530bae91565970995,Smsspy,McAfee,2021/1/28,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
77390d07d16e6c9d179c806c83d2c196a992a9a619a773c4d49e1f1557824e00,Smsspy,McAfee,2021/1/28,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
49634208f5fb8bcfc541da923ebc73d7670c74c525a93b147e28d535f4a07bf8,Smsspy,McAfee,2021/1/22,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
b5c45054109152f9fe76bee6cbbf4d8931ae79079e7246aa2141f37a6a81cba3,Smsspy,McAfee,2021/1/22,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
85e5dbea695a28c3ba99da628116157d53564ef9ce14f57477b5e3095eed5726,Smsspy,McAfee,2021/1/21,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
53a5dd64a639bf42e174e348fea4517282c384dd6f840ee7dc8f655b4601d245,Smsspy,McAfee,2021/1/21,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
80b44d23b70ba3d0333e904b7dddf7e19007efeb98e3b158bbc33cda6e55b7cb,Smsspy,McAfee,2021/1/20,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
797cedf6e0c5bc1c02b4f03e109449b320830f5ece0aa6d194ad69e0fe6f3e96,Smsspy,McAfee,2021/1/17,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
691687cb16a64760227dcf6aecfe0477d5d983b638aff2718f7e3a927ee2a82c,Smsspy,McAfee,2021/1/17,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
c88c3682337f7380f59dbee5a0ed3fa7d5779dfea04903aab835c959da3dcd47,Smsspy,McAfee,2021/1/12,2021/5/5,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/roaming-mantis-amplifies-smishing-campaign-with-os-specific-android-malware/,Spyware;Information Stealer
08c4f705d5a7c9dc7c05edee3fcad12f345a6ee6832d54b758e57394292ba651,Etinu,McAfee,2021/1/29,2021/4/19,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/clever-billing-fraud-applications-on-google-play-etinu/,Subscription Trojan;Trojan Dropper
cc2defef5a14f9b4b9f27cc9f5bbb0d2fc8a729a2f4eba20010e81a362d5560c,Etinu,McAfee,2021/1/24,2021/4/19,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/clever-billing-fraud-applications-on-google-play-etinu/,Subscription Trojan;Trojan Dropper
007587c4a84d18592bf4ef7ad828d5aaa7d50cadbbf8b0892590db48cca7487e,Etinu,McAfee,2021/2/8,2021/4/19,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/clever-billing-fraud-applications-on-google-play-etinu/,Subscription Trojan;Trojan Dropper
08fa33bc138fe4835c15e45d1c1d5a81094e156eef28d02ea8910d5f8e44d4b8,Etinu,McAfee,2021/1/26,2021/4/19,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/clever-billing-fraud-applications-on-google-play-etinu/,Subscription Trojan;Trojan Dropper
9e688a36f02dd1b1a9ae4a5c94c1335b14d1b0b1c8901ec8c986b4390e95e760,Etinu,McAfee,2021/4/4,2021/4/19,https://www.mcafee.com/blogs/other-blogs/mcafee-labs/clever-billing-fraud-applications-on-google-play-etinu/,Subscription Trojan;Trojan Dropper
